movieId,title,genres,imdbId,links
66,Lawnmower Man 2: Beyond Cyberspace (1996),"1,15,16",116839,http://www.imdb.com/title/tt0116839
68,French Twist (Gazon maudit) (1995),"5,14",113149,http://www.imdb.com/title/tt0113149
69,Friday (1995),5,113118,http://www.imdb.com/title/tt0113118
70,From Dusk Till Dawn (1996),"1,5,11,16",116367,http://www.imdb.com/title/tt0116367
71,Fair Game (1995),1,113010,http://www.imdb.com/title/tt0113010
72,Kicking and Screaming (1995),"5,8",113537,http://www.imdb.com/title/tt0113537
73,"Misérables, Les (1995)","8,17",113828,http://www.imdb.com/title/tt0113828
74,Bed of Roses (1996),"8,14",115644,http://www.imdb.com/title/tt0115644
75,Big Bully (1996),"5,8",115676,http://www.imdb.com/title/tt0115676
76,Screamers (1995),"1,15,16",114367,http://www.imdb.com/title/tt0114367
77,Nico Icon (1995),7,113973,http://www.imdb.com/title/tt0113973
78,"Crossing Guard, The (1995)","1,6,8,16",112744,http://www.imdb.com/title/tt0112744
79,"Juror, The (1996)","8,16",116731,http://www.imdb.com/title/tt0116731
80,"White Balloon, The (Badkonake sefid) (1995)","4,8",112445,http://www.imdb.com/title/tt0112445
81,Things to Do in Denver When You're Dead (1995),"6,8,14",114660,http://www.imdb.com/title/tt0114660
82,Antonia's Line (Antonia) (1995),"5,8",112379,http://www.imdb.com/title/tt0112379
83,Once Upon a Time... When We Were Colored (1995),"8,14",114039,http://www.imdb.com/title/tt0114039
85,Angels and Insects (1995),"8,14",112365,http://www.imdb.com/title/tt0112365
86,White Squall (1996),"1,2,8",118158,http://www.imdb.com/title/tt0118158
87,Dunston Checks In (1996),"4,5",116151,http://www.imdb.com/title/tt0116151
88,Black Sheep (1996),5,115697,http://www.imdb.com/title/tt0115697
89,Nick of Time (1995),"1,16",113972,http://www.imdb.com/title/tt0113972
92,Mary Reilly (1996),"8,11,16",117002,http://www.imdb.com/title/tt0117002
93,Vampire in Brooklyn (1995),"5,11,14",114825,http://www.imdb.com/title/tt0114825
94,Beautiful Girls (1996),"5,8,14",115639,http://www.imdb.com/title/tt0115639
95,Broken Arrow (1996),"1,2,16",115759,http://www.imdb.com/title/tt0115759
96,In the Bleak Midwinter (1995),"5,8",113403,http://www.imdb.com/title/tt0113403
97,"Hate (Haine, La) (1995)","6,8",113247,http://www.imdb.com/title/tt0113247
99,Heidi Fleiss: Hollywood Madam (1995),7,113283,http://www.imdb.com/title/tt0113283
100,City Hall (1996),"8,16",115907,http://www.imdb.com/title/tt0115907
101,Bottle Rocket (1996),"2,5,6,14",115734,http://www.imdb.com/title/tt0115734
102,Mr. Wrong (1996),5,117102,http://www.imdb.com/title/tt0117102
103,Unforgettable (1996),"13,15,16",118040,http://www.imdb.com/title/tt0118040
104,Happy Gilmore (1996),5,116483,http://www.imdb.com/title/tt0116483
105,"Bridges of Madison County, The (1995)","8,14",112579,http://www.imdb.com/title/tt0112579
106,Nobody Loves Me (Keiner liebt mich) (1994),"5,8",110251,http://www.imdb.com/title/tt0110251
107,Muppet Treasure Island (1996),"2,4,5,12",117110,http://www.imdb.com/title/tt0117110
108,Catwalk (1996),7,112646,http://www.imdb.com/title/tt0112646
110,Braveheart (1995),"1,8,17",112573,http://www.imdb.com/title/tt0112573
111,Taxi Driver (1976),"6,8,16",75314,http://www.imdb.com/title/tt075314
112,Rumble in the Bronx (Hont faan kui) (1995),"1,2,5,6",113326,http://www.imdb.com/title/tt0113326
113,Before and After (1996),"8,13",115645,http://www.imdb.com/title/tt0115645
116,Anne Frank Remembered (1995),7,112373,http://www.imdb.com/title/tt0112373
117,"Young Poisoner's Handbook, The (1995)","6,8",115033,http://www.imdb.com/title/tt0115033
118,If Lucy Fell (1996),"5,14",116606,http://www.imdb.com/title/tt0116606
119,"Steal Big, Steal Little (1995)",5,114536,http://www.imdb.com/title/tt0114536
121,"Boys of St. Vincent, The (1992)",8,106473,http://www.imdb.com/title/tt0106473
122,Boomerang (1992),"5,14",103859,http://www.imdb.com/title/tt0103859
123,Chungking Express (Chung Hing sam lam) (1994),"8,13,14",109424,http://www.imdb.com/title/tt0109424
125,Flirting With Disaster (1996),5,116324,http://www.imdb.com/title/tt0116324
126,"NeverEnding Story III, The (1994)","2,4,9",110647,http://www.imdb.com/title/tt0110647
128,Jupiter's Wife (1994),7,110217,http://www.imdb.com/title/tt0110217
129,Pie in the Sky (1996),"5,14",114131,http://www.imdb.com/title/tt0114131
132,Jade (1995),16,113451,http://www.imdb.com/title/tt0113451
135,Down Periscope (1996),5,116130,http://www.imdb.com/title/tt0116130
137,Man of the Year (1995),7,113756,http://www.imdb.com/title/tt0113756
140,Up Close and Personal (1996),"8,14",118055,http://www.imdb.com/title/tt0118055
141,"Birdcage, The (1996)",5,115685,http://www.imdb.com/title/tt0115685
144,"Brothers McMullen, The (1995)",5,112585,http://www.imdb.com/title/tt0112585
145,Bad Boys (1995),"1,5,6,8,16",112442,http://www.imdb.com/title/tt0112442
146,"Amazing Panda 2, The (1995)","2,4",112342,http://www.imdb.com/title/tt0112342
147,"Basketball Diaries, The (1995)",8,112461,http://www.imdb.com/title/tt0112461
148,"Awfully Big 2, An (1995)",8,112427,http://www.imdb.com/title/tt0112427
149,Amateur (1994),"6,8,16",109093,http://www.imdb.com/title/tt0109093
150,Apollo 13 (1995),"2,8,19",112384,http://www.imdb.com/title/tt0112384
151,Rob Roy (1995),"1,8,14,17",114287,http://www.imdb.com/title/tt0114287
152,"Addiction, The (1995)","8,11",112288,http://www.imdb.com/title/tt0112288
153,Batman Forever (1995),"1,2,5,6",112462,http://www.imdb.com/title/tt0112462
154,Beauty of the Day (Belle de jour) (1967),8,61395,http://www.imdb.com/title/tt061395
155,Beyond Rangoon (1995),"2,8,17",112495,http://www.imdb.com/title/tt0112495
156,Blue in the Face (1995),"5,8",112541,http://www.imdb.com/title/tt0112541
157,Canadian Bacon (1995),"5,17",109370,http://www.imdb.com/title/tt0109370
158,Casper (1995),"2,4",112642,http://www.imdb.com/title/tt0112642
159,Clockers (1995),"6,8,13",112688,http://www.imdb.com/title/tt0112688
160,Congo (1995),"1,2,13,15",112715,http://www.imdb.com/title/tt0112715
161,Crimson Tide (1995),"8,16,17",112740,http://www.imdb.com/title/tt0112740
162,Crumb (1994),7,109508,http://www.imdb.com/title/tt0109508
163,Desperado (1995),"1,14,18",112851,http://www.imdb.com/title/tt0112851
164,Devil in a Blue Dress (1995),"6,10,13,16",112857,http://www.imdb.com/title/tt0112857
165,Die Hard: With a Vengeance (1995),"1,6,16",112864,http://www.imdb.com/title/tt0112864
166,"Doom Generation, The (1995)","5,6,8",112887,http://www.imdb.com/title/tt0112887
168,First Knight (1995),"1,8,14",113071,http://www.imdb.com/title/tt0113071
169,Free Willy 2: The 2 Home (1995),"2,4,8",113114,http://www.imdb.com/title/tt0113114
170,Hackers (1995),"1,2,6,16",113243,http://www.imdb.com/title/tt0113243
171,Jeffrey (1995),"5,8",113464,http://www.imdb.com/title/tt0113464
172,Johnny Mnemonic (1995),"1,15,16",113481,http://www.imdb.com/title/tt0113481
173,Judge Dredd (1995),"1,6,15",113492,http://www.imdb.com/title/tt0113492
174,Jury Duty (1995),5,113500,http://www.imdb.com/title/tt0113500
175,Kids (1995),8,113540,http://www.imdb.com/title/tt0113540
176,Living in Oblivion (1995),5,113677,http://www.imdb.com/title/tt0113677
177,Lord of Illusions (1995),11,113690,http://www.imdb.com/title/tt0113690
178,Love & Human Remains (1993),"5,8",107447,http://www.imdb.com/title/tt0107447
179,Mad Love (1995),"8,14",113729,http://www.imdb.com/title/tt0113729
180,Mallrats (1995),"5,14",113749,http://www.imdb.com/title/tt0113749
181,Mighty Morphin Power Rangers: The Movie (1995),"1,4",113820,http://www.imdb.com/title/tt0113820
183,Mute Witness (1994),"5,11,16",110604,http://www.imdb.com/title/tt0110604
184,Nadja (1994),8,110620,http://www.imdb.com/title/tt0110620
185,"Net, The (1995)","1,6,16",113957,http://www.imdb.com/title/tt0113957
186,Nine Months (1995),"5,14",113986,http://www.imdb.com/title/tt0113986
187,Party Girl (1995),5,114095,http://www.imdb.com/title/tt0114095
188,"Prophecy, The (1995)","9,11,13",114194,http://www.imdb.com/title/tt0114194
189,Reckless (1995),"5,9",114241,http://www.imdb.com/title/tt0114241
190,Safe (1995),16,114323,http://www.imdb.com/title/tt0114323
191,"Scarlet Letter, The (1995)","8,14",114345,http://www.imdb.com/title/tt0114345
193,Showgirls (1995),8,114436,http://www.imdb.com/title/tt0114436
194,Smoke (1995),"5,8",114478,http://www.imdb.com/title/tt0114478
195,Something to Talk About (1995),"5,8,14",114496,http://www.imdb.com/title/tt0114496
196,Species (1995),"11,15",114508,http://www.imdb.com/title/tt0114508
198,Strange Days (1995),"1,6,8,13,15,16",114558,http://www.imdb.com/title/tt0114558
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","8,12,14",58450,http://www.imdb.com/title/tt058450
201,Three Wishes (1995),"8,9",114663,http://www.imdb.com/title/tt0114663
202,Total Eclipse (1995),"8,14",114702,http://www.imdb.com/title/tt0114702
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",5,114682,http://www.imdb.com/title/tt0114682
204,Under Siege 2: Dark Territory (1995),1,114781,http://www.imdb.com/title/tt0114781
205,Unstrung Heroes (1995),"5,8",114798,http://www.imdb.com/title/tt0114798
206,Unzipped (1995),7,114805,http://www.imdb.com/title/tt0114805
207,"Walk in the Clouds, A (1995)","8,14",114887,http://www.imdb.com/title/tt0114887
208,Waterworld (1995),"1,2,15",114898,http://www.imdb.com/title/tt0114898
209,White Man's Burden (1995),8,114928,http://www.imdb.com/title/tt0114928
210,Wild Bill (1995),18,114938,http://www.imdb.com/title/tt0114938
211,"Browning Version, The (1994)",8,109340,http://www.imdb.com/title/tt0109340
212,Bushwhacked (1995),"2,5,6,13",112602,http://www.imdb.com/title/tt0112602
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),8,111579,http://www.imdb.com/title/tt0111579
214,Before the Rain (Pred dozhdot) (1994),"8,17",110882,http://www.imdb.com/title/tt0110882
215,Before Sunrise (1995),"8,14",112471,http://www.imdb.com/title/tt0112471
216,Billy Madison (1995),5,112508,http://www.imdb.com/title/tt0112508
217,"Babysitter, The (1995)","8,16",112438,http://www.imdb.com/title/tt0112438
218,Boys on the Side (1995),"5,8",112571,http://www.imdb.com/title/tt0112571
219,"Cure, The (1995)",8,112757,http://www.imdb.com/title/tt0112757
220,Castle Freak (1995),11,112643,http://www.imdb.com/title/tt0112643
222,Circle of Friends (1995),"8,14",112679,http://www.imdb.com/title/tt0112679
223,Clerks (1994),5,109445,http://www.imdb.com/title/tt0109445
224,Don Juan DeMarco (1995),"5,8,14",112883,http://www.imdb.com/title/tt0112883
225,Disclosure (1994),"8,16",109635,http://www.imdb.com/title/tt0109635
227,Drop Zone (1994),"1,16",109676,http://www.imdb.com/title/tt0109676
228,Destiny Turns on the Radio (1995),5,112854,http://www.imdb.com/title/tt0112854
229,Death and the Maiden (1994),"8,16",109579,http://www.imdb.com/title/tt0109579
230,Dolores Claiborne (1995),"8,16",109642,http://www.imdb.com/title/tt0109642
231,Dumb & Dumber (Dumb and Dumber) (1994),"2,5",109686,http://www.imdb.com/title/tt0109686
232,Eat Drink Man Woman (Yin shi nan nu) (1994),"5,8,14",111797,http://www.imdb.com/title/tt0111797
233,Exotica (1994),8,109759,http://www.imdb.com/title/tt0109759
234,Exit to Eden (1994),5,109758,http://www.imdb.com/title/tt0109758
235,Ed Wood (1994),"5,8",109707,http://www.imdb.com/title/tt0109707
236,French Kiss (1995),"1,5,14",113117,http://www.imdb.com/title/tt0113117
237,Forget Paris (1995),"5,14",113097,http://www.imdb.com/title/tt0113097
238,Far From Home: The 2s of Yellow Dog (1995),"2,4",113028,http://www.imdb.com/title/tt0113028
239,"Goofy Movie, A (1995)","3,4,5,14",113198,http://www.imdb.com/title/tt0113198
240,Hideaway (1995),16,113303,http://www.imdb.com/title/tt0113303
241,Fluke (1995),"4,8",113089,http://www.imdb.com/title/tt0113089
242,Farinelli: il castrato (1994),"8,12",109771,http://www.imdb.com/title/tt0109771
243,Gordy (1995),"4,5,9",113199,http://www.imdb.com/title/tt0113199
246,Hoop Dreams (1994),7,110057,http://www.imdb.com/title/tt0110057
247,Heavenly Creatures (1994),"6,8",110005,http://www.imdb.com/title/tt0110005
248,Houseguest (1994),5,110066,http://www.imdb.com/title/tt0110066
249,Immortal Beloved (1994),"8,14",110116,http://www.imdb.com/title/tt0110116
250,Heavyweights (Heavy Weights) (1995),"4,5",110006,http://www.imdb.com/title/tt0110006
251,"Hunted, The (1995)",1,113360,http://www.imdb.com/title/tt0113360
252,I.Q. (1994),"5,14",110099,http://www.imdb.com/title/tt0110099
253,Interview with the Vampire: The Vampire Chronicles (1994),"8,11",110148,http://www.imdb.com/title/tt0110148
254,Jefferson in Paris (1995),8,113463,http://www.imdb.com/title/tt0113463
255,"Jerky Boys, The (1995)",5,110189,http://www.imdb.com/title/tt0110189
256,Junior (1994),"5,15",110216,http://www.imdb.com/title/tt0110216
257,Just Cause (1995),"13,16",113501,http://www.imdb.com/title/tt0113501
258,"Kid in King Arthur's Court, A (1995)","2,4,5,9,14",113538,http://www.imdb.com/title/tt0113538
259,Kiss of Death (1995),"6,8,16",113552,http://www.imdb.com/title/tt0113552
260,Star 17s: Episode IV - A New Hope (1977),"1,2,15",76759,http://www.imdb.com/title/tt076759
261,Little Women (1994),8,110367,http://www.imdb.com/title/tt0110367
262,"Little Princess, A (1995)","4,8",113670,http://www.imdb.com/title/tt0113670
263,Ladybird Ladybird (1994),8,110296,http://www.imdb.com/title/tt0110296
265,Like Water for Chocolate (Como agua para chocolate) (1992),"8,9,14",103994,http://www.imdb.com/title/tt0103994
266,Legends of the Fall (1994),"8,14,17,18",110322,http://www.imdb.com/title/tt0110322
267,Major Payne (1995),5,110443,http://www.imdb.com/title/tt0110443
269,My Crazy Life (Mi vida loca) (1993),8,107566,http://www.imdb.com/title/tt0107566
270,Love Affair (1994),"8,14",110391,http://www.imdb.com/title/tt0110391
271,Losing Isaiah (1995),8,113691,http://www.imdb.com/title/tt0113691
272,"Madness of King George, The (1994)","5,8",110428,http://www.imdb.com/title/tt0110428
273,Mary Shelley's Frankenstein (Frankenstein) (1994),"8,11,15",109836,http://www.imdb.com/title/tt0109836
274,Man of the House (1995),5,113755,http://www.imdb.com/title/tt0113755
275,Mixed Nuts (1994),5,110538,http://www.imdb.com/title/tt0110538
276,Milk Money (1994),"5,14",110516,http://www.imdb.com/title/tt0110516
277,Miracle on 34th Street (1994),8,110527,http://www.imdb.com/title/tt0110527
278,Miami Rhapsody (1995),5,113808,http://www.imdb.com/title/tt0113808
279,My Family (1995),8,113896,http://www.imdb.com/title/tt0113896
280,Murder in the First (1995),"8,16",113870,http://www.imdb.com/title/tt0113870
281,Nobody's Fool (1994),"5,8,14",110684,http://www.imdb.com/title/tt0110684
282,Nell (1994),8,110638,http://www.imdb.com/title/tt0110638
283,New Jersey Drive (1995),"6,8",113967,http://www.imdb.com/title/tt0113967
284,New York Cop (Nyû Yôku no koppu) (1993),"1,6",117169,http://www.imdb.com/title/tt0117169
285,Beyond Bedlam (1993),"8,11",106402,http://www.imdb.com/title/tt0106402
287,Nina Takes a Lover (1994),"5,14",110671,http://www.imdb.com/title/tt0110671
288,Natural Born Killers (1994),"1,6,16",110632,http://www.imdb.com/title/tt0110632
289,Only You (1994),"5,14",110737,http://www.imdb.com/title/tt0110737
290,Once Were 17riors (1994),"6,8",110729,http://www.imdb.com/title/tt0110729
291,Poison Ivy II (1996),"8,16",114151,http://www.imdb.com/title/tt0114151
292,Outbreak (1995),"1,8,15,16",114069,http://www.imdb.com/title/tt0114069
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),"1,6,8,16",110413,http://www.imdb.com/title/tt0110413
294,"Perez Family, The (1995)","5,14",114113,http://www.imdb.com/title/tt0114113
295,"Pyromaniac's Love Story, A (1995)","5,14",114210,http://www.imdb.com/title/tt0114210
296,Pulp Fiction (1994),"5,6,8,16",110912,http://www.imdb.com/title/tt0110912
298,Pushing Hands (Tui shou) (1992),8,105652,http://www.imdb.com/title/tt0105652
299,Priest (1994),8,110889,http://www.imdb.com/title/tt0110889
300,Quiz Show (1994),8,110932,http://www.imdb.com/title/tt0110932
301,Picture Bride (Bijo photo) (1994),"8,14",114129,http://www.imdb.com/title/tt0114129
302,"Queen Margot (Reine Margot, La) (1994)","8,14",110963,http://www.imdb.com/title/tt0110963
303,"Quick and the Dead, The (1995)","1,16,18",114214,http://www.imdb.com/title/tt0114214
304,Roommates (1995),"5,8",114296,http://www.imdb.com/title/tt0114296
305,Ready to Wear (Pret-A-Porter) (1994),5,110907,http://www.imdb.com/title/tt0110907
306,Three Colors: Red (Trois couleurs: Rouge) (1994),8,111495,http://www.imdb.com/title/tt0111495
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),8,108394,http://www.imdb.com/title/tt0108394
308,Three Colors: White (Trzy kolory: Bialy) (1994),"5,8",111507,http://www.imdb.com/title/tt0111507
310,Rent-a-Kid (1995),5,114268,http://www.imdb.com/title/tt0114268
311,Relative Fear (1994),"11,16",110965,http://www.imdb.com/title/tt0110965
312,Stuart Saves His Family (1995),5,114571,http://www.imdb.com/title/tt0114571
313,"Swan Princess, The (1994)","3,4",111333,http://www.imdb.com/title/tt0111333
314,"Secret of Roan Inish, The (1994)","4,8,9,13",111112,http://www.imdb.com/title/tt0111112
315,"Specialist, The (1994)","1,8,16",111255,http://www.imdb.com/title/tt0111255
316,Stargate (1994),"1,2,15",111282,http://www.imdb.com/title/tt0111282
317,"Santa Clause, The (1994)","5,8,9",111070,http://www.imdb.com/title/tt0111070
318,"Shawshank Redemption, The (1994)","6,8",111161,http://www.imdb.com/title/tt0111161
319,Shallow Grave (1994),"5,8,16",111149,http://www.imdb.com/title/tt0111149
320,Suture (1993),"10,16",108260,http://www.imdb.com/title/tt0108260
321,Strawberry and Chocolate (Fresa y chocolate) (1993),8,106966,http://www.imdb.com/title/tt0106966
322,Swimming with Sharks (1995),"5,8",114594,http://www.imdb.com/title/tt0114594
324,"Sum of Us, The (1994)","5,8",111309,http://www.imdb.com/title/tt0111309
325,National Lampoon's Senior Trip (1995),5,113936,http://www.imdb.com/title/tt0113936
326,To Live (Huozhe) (1994),8,110081,http://www.imdb.com/title/tt0110081
327,Tank Girl (1995),"1,5,15",114614,http://www.imdb.com/title/tt0114614
328,Tales from the Crypt Presents: Demon Knight (1995),"11,16",114608,http://www.imdb.com/title/tt0114608
329,Star Trek: Generations (1994),"2,8,15",111280,http://www.imdb.com/title/tt0111280
330,Tales from the Hood (1995),"1,6,11",114609,http://www.imdb.com/title/tt0114609
331,Tom & Viv (1994),8,111454,http://www.imdb.com/title/tt0111454
332,Village of the Damned (1995),"11,15",114852,http://www.imdb.com/title/tt0114852
333,Tommy Boy (1995),5,114694,http://www.imdb.com/title/tt0114694
334,Vanya on 42nd Street (1994),8,111590,http://www.imdb.com/title/tt0111590
335,Underneath (1995),"13,16",114788,http://www.imdb.com/title/tt0114788
336,"Walking Dead, The (1995)","8,17",114888,http://www.imdb.com/title/tt0114888
337,What's Eating Gilbert Grape (1993),8,108550,http://www.imdb.com/title/tt0108550
338,Virtuosity (1995),"1,15,16",114857,http://www.imdb.com/title/tt0114857
339,While You Were Sleeping (1995),"5,14",114924,http://www.imdb.com/title/tt0114924
340,"17, The (1994)","2,8,17",111667,http://www.imdb.com/title/tt0111667
341,Double Happiness (1994),8,109655,http://www.imdb.com/title/tt0109655
342,Muriel's Wedding (1994),5,110598,http://www.imdb.com/title/tt0110598
343,"Baby-Sitters Club, The (1995)",4,112435,http://www.imdb.com/title/tt0112435
344,Ace Ventura: Pet Detective (1994),5,109040,http://www.imdb.com/title/tt0109040
345,"2s of Priscilla, Queen of the Desert, The (1994)","5,8",109045,http://www.imdb.com/title/tt0109045
346,Backbeat (1993),"8,12",106339,http://www.imdb.com/title/tt0106339
347,Bitter Moon (1992),"8,10,14",104779,http://www.imdb.com/title/tt0104779
348,Bullets Over Broadway (1994),5,109348,http://www.imdb.com/title/tt0109348
349,Clear and Present Danger (1994),"1,6,8,16",109444,http://www.imdb.com/title/tt0109444
350,"Client, The (1994)","8,13,16",109446,http://www.imdb.com/title/tt0109446
351,"Corrina, Corrina (1994)","5,8,14",109484,http://www.imdb.com/title/tt0109484
352,Crooklyn (1994),"5,8",109504,http://www.imdb.com/title/tt0109504
353,"Crow, The (1994)","1,6,9,16",109506,http://www.imdb.com/title/tt0109506
354,Cobb (1994),8,109450,http://www.imdb.com/title/tt0109450
355,"Flintstones, The (1994)","4,5,9",109813,http://www.imdb.com/title/tt0109813
356,Forrest Gump (1994),"5,8,14,17",109830,http://www.imdb.com/title/tt0109830
357,Four Weddings and a Funeral (1994),"5,14",109831,http://www.imdb.com/title/tt0109831
358,Higher Learning (1995),8,113305,http://www.imdb.com/title/tt0113305
359,I Like It Like That (1994),"5,8,14",110091,http://www.imdb.com/title/tt0110091
360,I Love Trouble (1994),"1,5",110093,http://www.imdb.com/title/tt0110093
361,It Could Happen to You (1994),"5,8,14",110167,http://www.imdb.com/title/tt0110167
362,"Jungle Book, The (1994)","2,4,14",110213,http://www.imdb.com/title/tt0110213
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",7,107472,http://www.imdb.com/title/tt0107472
364,"Lion King, The (1994)","2,3,4,8,12,19",110357,http://www.imdb.com/title/tt0110357
365,Little Buddha (1993),8,107426,http://www.imdb.com/title/tt0107426
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)","8,11,13,16",111686,http://www.imdb.com/title/tt0111686
367,"Mask, The (1994)","1,5,6,9",110475,http://www.imdb.com/title/tt0110475
368,Maverick (1994),"2,5,18",110478,http://www.imdb.com/title/tt0110478
369,Mrs. Parker and the Vicious Circle (1994),8,110588,http://www.imdb.com/title/tt0110588
370,Naked Gun 33 1/3: The Final Insult (1994),"1,5",110622,http://www.imdb.com/title/tt0110622
371,"Paper, The (1994)","5,8",110771,http://www.imdb.com/title/tt0110771
372,Reality Bites (1994),"5,8,14",110950,http://www.imdb.com/title/tt0110950
373,Red Rock West (1992),16,105226,http://www.imdb.com/title/tt0105226
374,Richie Rich (1994),"4,5",110989,http://www.imdb.com/title/tt0110989
376,"River Wild, The (1994)","1,16",110997,http://www.imdb.com/title/tt0110997
377,Speed (1994),"1,14,16",111257,http://www.imdb.com/title/tt0111257
378,Speechless (1994),"5,14",111256,http://www.imdb.com/title/tt0111256
379,Timecop (1994),"1,15,16",111438,http://www.imdb.com/title/tt0111438
380,True Lies (1994),"1,2,5,14,16",111503,http://www.imdb.com/title/tt0111503
381,When a Man Loves a Woman (1994),"8,14",111693,http://www.imdb.com/title/tt0111693
